#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
               -8              47               4              HB  0.0004832  0.0004832  0.0004832  0.0004832   4340202F
               -9              47               1              HB  0.0013580  0.0013580  0.0013580  0.0013580   4310242F
               -9              47               2              HB  0.0005849  0.0005849  0.0005849  0.0005849   4320242F
               -9              47               3              HB  0.0005406  0.0005406  0.0005406  0.0005406   4330242F
               -9              47               4              HB  0.0004115  0.0004115  0.0004115  0.0004115   4340242F
              -10              47               1              HB  0.0012557  0.0012557  0.0012557  0.0012557   4310282F
              -10              47               2              HB  0.0006058  0.0006058  0.0006058  0.0006058   4320282F
              -10              47               3              HB  0.0004848  0.0004848  0.0004848  0.0004848   4330282F
              -10              47               4              HB  0.0004173  0.0004173  0.0004173  0.0004173   4340282F
              -11              47               1              HB  0.0012973  0.0012973  0.0012973  0.0012973   43102C2F
              -11              47               2              HB  0.0005998  0.0005998  0.0005998  0.0005998   43202C2F
              -11              47               3              HB  0.0005067  0.0005067  0.0005067  0.0005067   43302C2F
              -11              47               4              HB  0.0004498  0.0004498  0.0004498  0.0004498   43402C2F
              -12              47               1              HB  0.0013956  0.0013956  0.0013956  0.0013956   4310302F
              -12              47               2              HB  0.0006383  0.0006383  0.0006383  0.0006383   4320302F
              -12              47               3              HB  0.0004892  0.0004892  0.0004892  0.0004892   4330302F
              -12              47               4              HB  0.0004566  0.0004566  0.0004566  0.0004566   4340302F
              -13              47               1              HB  0.0013406  0.0013406  0.0013406  0.0013406   4310342F
              -13              47               2              HB  0.0006010  0.0006010  0.0006010  0.0006010   4320342F
              -13              47               3              HB  0.0004917  0.0004917  0.0004917  0.0004917   4330342F
              -13              47               4              HB  0.0003740  0.0003740  0.0003740  0.0003740   4340342F
              -14              47               1              HB  0.0012596  0.0012596  0.0012596  0.0012596   4310382F
              -14              47               2              HB  0.0006288  0.0006288  0.0006288  0.0006288   4320382F
              -14              47               3              HB  0.0004697  0.0004697  0.0004697  0.0004697   4330382F
              -14              47               4              HB  0.0003282  0.0003282  0.0003282  0.0003282   4340382F
              -15              47               1              HB  0.0011570  0.0011570  0.0011570  0.0011570   43103C2F
