## file created 05.May.2015 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 42006441  14  16   b   15       7          6              0      HB     8    65      1
 42006241  14  16   b   15       7          6              1      HB     4    65      1
 42006641  14  16   b   15       7          6              2      HB    12    65      1
 42006542  14  16   b   15       7          7              0      HB    10    66      1
 42006342  14  16   b   15       7          7              1      HB     6    66      1
 42006142  14  16   b   15       7          7              2      HB     2    66      1
 42006442  14  16   b   15       7          8              0      HB     8    66      1
 42006242  14  16   b   15       7          8              1      HB     4    66      1
 42006642  14  16   b   15       7          8              2      HB    12    66      1
 4200A83F  14  17   t   15       8          1              0      HB    16    63      2
 4200A7BF  14  17   t   15       8          1              1      HB    15    63      2
 4200673F  14  17   t   15       8          1              2      HB    14    63      1
 420067BF  14  17   t   15       8          2              0      HB    15    63      1
 420066BF  14  17   t   15       8          2              1      HB    13    63      1
 4200683F  14  17   t   15       8          2              2      HB    16    63      1
 4200A840  14  17   t   15       8          3              0      HB    16    64      2
 4200A7C0  14  17   t   15       8          3              1      HB    15    64      2
 42006740  14  17   t   15       8          3              2      HB    14    64      1
 420067C0  14  17   t   15       8          4              0      HB    15    64      1
 420066C0  14  17   t   15       8          4              1      HB    13    64      1
 42006840  14  17   t   15       8          4              2      HB    16    64      1
 440068BF  14  17   t   15       8          5              0      HE    17    63      1
 4400E83F  14  17   t   15       8          5              1      HE    16    63      3
 44006D3F  14  17   t   15       8          5              2      HE    26    63      1
 4400693F  14  17   t   15       8          6              0      HE    18    63      1
 4400A93F  14  17   t   15       8          6              1      HE    18    63      2
 4400AD3F  14  17   t   15       8          6              2      HE    26    63      2
 440068C0  14  17   t   15       8          7              0      HE    17    64      1
 4400E840  14  17   t   15       8          7              1      HE    16    64      3
 44006CBF  14  17   t   15       8          7              2      HE    25    63      1
 44006940  14  17   t   15       8          8              0      HE    18    64      1
 4400A940  14  17   t   15       8          8              1      HE    18    64      2
 4400ACBF  14  17   t   15       8          8              2      HE    25    63      2
 4200A841  14  17   b   15       9          1              0      HB    16    65      2
 4200A7C1  14  17   b   15       9          1              1      HB    15    65      2
 42006741  14  17   b   15       9          1              2      HB    14    65      1
 420067C1  14  17   b   15       9          2              0      HB    15    65      1
 420066C1  14  17   b   15       9          2              1      HB    13    65      1
 42006841  14  17   b   15       9          2              2      HB    16    65      1
 4200A842  14  17   b   15       9          3              0      HB    16    66      2
 4200A7C2  14  17   b   15       9          3              1      HB    15    66      2
 42006742  14  17   b   15       9          3              2      HB    14    66      1
 420067C2  14  17   b   15       9          4              0      HB    15    66      1
 420066C2  14  17   b   15       9          4              1      HB    13    66      1
 42006842  14  17   b   15       9          4              2      HB    16    66      1
 440068C1  14  17   b   15       9          5              0      HE    17    65      1
 4400E841  14  17   b   15       9          5              1      HE    16    65      3
